ID_Posting	ID_Posting_Parent	ID_GodotObject	ID_CommunityIdentity	id_posting_status	Headline	Comment	createdAt	VoteNegative	VotePositive
1052054281	1052054240	2000116305030	17465	1		Sehr optimistisch. Vor allem Deutschland...	2020-03-30 20:28:30.843	False	True
1052057619		2000116305030	680027	1		Im Notfall die Unterhose über das Gesicht. Im Ernst. Außer einem String Tanga. Dann nicht.	2020-03-30 21:13:16.353	False	True
1052062793		2000116305030	672312	1		Wann kommt Agent Orange?	2020-03-30 22:44:29.057	False	True
1052068239	1052067925	2000116305030	672256	1		Na bitte ned, die spielen noch i am from Austria dazu  ,)	2020-03-31 01:38:02.857	False	True
1052070356	1052070314	2000116346340	236360	1		Die sind praktisch aus Papier, also aus Cellulose	2020-03-31 07:18:25.207	False	True
1052079017	1052076837	2000116346340	225289	1		Die Toten sind das Argument, du Voll-"Experte".	2020-03-31 10:05:31.280	False	True
1052086914	1052086122	2000116346340	715315	1		"von Anfang an" hätte geheissen jeder 14 Tage Quarantäne bei Ersteinreise aus Asien, dh nach einem Interkontinentalflug... Da wär keiner verhungert!	2020-03-31 12:05:15.133	False	True
1052101522		2000116346340	729578	1		Auf Facebook hab ich offenbar einen ganz besonderen Hirni in meiner Liste: "nachdem ein wirklich tödlicher virus nicht zu machen ist wird es jetzt in kürze mit der corona-impfung versucht :)"

Ist irgendwie wie ein Unfall, ich will nicht hinschauen, aber irgendwie schaff ichs nicht	2020-03-31 15:45:54.267	False	True
1052102391	1052102353	2000116346340	188340	1		Beinbewegungssimulator Deluxe	2020-03-31 16:01:17.017	True	False
1057573117	1057572790	2000119306037	58903	1		...die Anzahl an Verdichtung entspricht in etwa den Standardpostings zum Corona Ticker....

Wir halten bei ca. 1500 bestätigten Fällen !!!!!!!    ;-)	2020-08-12 16:11:55.983	True	False
1057679476	1057678940	2000119374814	731452	1	Das ist aber auch zum Großteil den "Leistungen" der Regierung zu verdanken, die es einfach nicht schafft, verfassungskonforme Gesetze, Erlässe und Verordnungen zu verabschieden.	Wenn man die (faktisch nicht existierenden) Ausgangsbeschränkungen als Beispiel nimmt, die von Seiten der Regierung völlig verzerrt und rigoros übertrieben dargestellt und kommuniziert wurden, von der Exekutive nicht verstanden und nicht korrekt ausgeführt wurden, als Verfassungswidrig erklärt wurden und anschließend abermals von Seiten der Regierung allem Anschein nach alle Strafen ohnehin erlassen wurden....

Und dann noch zB der unsägliche Ostererlass....


Also da schwindet doch jedes demokratische Vertrauen und das kann ich gut nachvollziehen.
Und in dieser Unsicherheit wachsen Verschwörungstheorien und Rechtspopulismus wie Unkraut.	2020-08-15 15:33:35.093	False	True
1057693952		2000119374814	333436	1		Warnung gilt selbstverständlich auch für Österreich.
In einigen Ländern der Reisewarnung wäre man momentan wohl sicherer als in den t<rkisen Tourismuszenteen.	2020-08-16 00:03:18.973	False	True
1057695313	1057695212	2000119374814	37987	1	Falsch - die Relation fehlt!!	Sie müssen die Zahlen auf ein ganzes Jahr gerechnet sehen. Grippesaison wird auf 365 Tage gerechnet. Covid-19 ist erst seit Anfang März. Sie küssens schon hochrechnen.	2020-08-16 03:25:47.180	False	True
1057739716	1057739617	2000119396183	151119	1		"bis zu zwei Wochen". Ist ein kleiner, aber feiner Unterschied.	2020-08-17 11:20:32.777	True	False
1056092228	1056090750	2000118399621	691571	1		Die traurige Antwort: Ja wir sollen für immer in Angst leben, anders kann ich mir das nicht erklären. :-)

Zum Glück müssen wir nicht immer tun, was man uns suggeriert.

Angst hat durchaus einen Nutzen, aber chronische Angst führt zu einer chronischen Stressantwort und das tötet besser als Rauchen.
Da fang ich lieber zu Rauchen an, denn dann das ist wenigstens cool, oder nicht? :-)	2020-06-30 12:33:10.060	True	False
1056207977	1056207131	2000118477021	690404	1	Pauschalaussagen gg ganze Länder.	Auch erlaubt, dennoch entbehrlich.	2020-07-03 07:54:22.277	False	True
1056231703		2000118477021	78109	1		Somit sind wir derzeit auf dem Niveau vom 15.3, dem Tag des lockckdowns, angekommen. So schnell kann es gehen, liebe Nichtabstandhalter und Maskenverweigerer. Die Dummheit der Menschheit ist bekanntlich unendlich.	2020-07-03 20:06:40.077	False	True
1052095829	1052095598	2000116346340	726360	1		Vor der Mega-Inflation kommt jetzt erstmal eine Deflation, weil niemand Geld ausgeben kann. Nach Corona geht die Wirtschaft steil und mit der zusätzlichen Geldmenge auch die Inflation. Die reale Inflation ist oft auch viel höher als die konstruierte aus dem Warenkorb.	2020-03-31 14:21:07.253	True	False
1052097666		2000116346340	677011	1		Würde Platter auch am liebsten verbieten.	2020-03-31 14:49:45.163	False	True
1052102014		2000116346340	582043	1		So, hier habts jeder 50€ und macht was draus tschüss dann und bis später...	2020-03-31 15:54:38.020	False	True
1052102629	1052102532	2000116346340	522281	1		In der Wissenschaft stellt man immer die Frage nach dem was wäre wenn..	2020-03-31 16:05:00.653	False	True
1052106942	1052104919	2000116346340	681219	1	keinen mehr aus dem medizinischen Bereich	aus deren Sicht mögen die sehr negativen Darstellungen und immer der Hinweis auf ein sehr schlimmes Szenario möglicherweise gerechtfertigt sein,  aber die sind ja auch nicht für den wirtschaftlichen Schäden verantwortlich (auch weil meist selber kaum davon betroffen)
viele sagen schon, das sie sich lieber anstecken lassen, als keinen Job mehr zu haben	2020-03-31 17:13:06.923	False	True
1052109419	1052109348	2000116346340	695380	1		So schlechte Arbeit machen sie auch wieder nicht	2020-03-31 17:57:36.900	False	True
1052115849	1052115173	2000116346340	535496	1		Danke für die Info, obwohl ich glaube das ich viel lese, aber diese Warnungen im Mitte Jänner  sind an mir vorbeigegangen

WHO Warnungen (lt.Wikipedia) :
30. Januar: gesundheitliche Notlage von internationaler Tragweite
11. März:  eine Pandemie

Heute haben wir den 31.März	2020-03-31 19:53:27.470	False	True
1052118212	1052118163	2000116346340	667193	1		In Innsbruck liegen schon seit einiger Zeit Intensivpatienten aus Südtirol...	2020-03-31 20:35:16.913	False	True
1052126512		2000116346340	565037	1		Kennt ihr das Gefühl, wenn man vor dem Handy/Tablet/Laptop sitzt und tickert?
Rot: ja
Grün: nein	2020-03-31 23:00:23.863	True	False
1052162615		2000116371728	564423	1		Ist ja an und für sich löblich, dass sich Herr Auer unseren Fragen gestellt hat, leider waren die Antworten allesamt nichtssagend.	2020-04-01 15:10:19.283	True	False
1052670013	1052669947	2000116717900	502667	4			2020-04-10 09:15:38.500	False	True
1052678428	1052677885	2000116717900	233057	1		Hm. E-Roller sollen jetzt im Frühjahr gut schmecken. Man muss jedoch einen jungen fangen! Wichtig.	2020-04-10 11:19:57.460	False	True
1052685842	1052685762	2000116717900	651172	1		Ja ja.. der Virus wurde erfunden um die Umwelt zu retten.... Wer das glaubt, ist eh ein Trottel.	2020-04-10 13:19:55.140	False	True
1052686457		2000116717900	589521	1		Jetzt können endlich Atomkraftwerke gebaut werden. Denn man sieht, dass selbst Tschernobyl relativ ungefährlich war, im Vergleich zu Corona.	2020-04-10 13:31:32.377	False	True
1056270283	1056270190	2000118515746	715083	1		Befürchte auch.	2020-07-05 11:34:05.020	False	True
1056301449	1056300517	2000118526728	3457	1		Bin ich froh, dass Österreich so gur ausgestiegen ist, dass jeder, der sich offenbsr für besonders gescheit hält, jetzt ein Freilaufenlassen der Ausbrüche fordert, und die vielen gleichzeitig Erkrankten und in Folge dann auch einigen Toten... ja, das nehmen wir mal in Kauf, weil... (glaube, der Gedanke der Gscheitlinge geht da nicht weiter, aber die sind wohl alle überzeugt, dass sie bei einer Infektion nix spüren würden) Dass Schweden schlecht ausgestiegen ist, übersieht man da gerne. Auch, dass man für eine Herdenimmunität min. 65% (wenn nicht suogar mehr) braucht und dass die Antikörper Antikörper wahrscheinlich nicht so lange halten.	2020-07-06 11:30:58.073	False	True
1056337701	1056336956	2000118548666	499315	1		nach dem niederknüppeln ist die Diagnose zumindest eindeutig, Prellungen, Blutergüsse im Optimalfall - Frakturen wenns einen engagierten Polizisten erwischen	2020-07-07 10:57:59.583	False	True
1056346090	1056345860	2000118548666	570329	1	In Wien geht das nicht, denn SPÖ-Ludwig sitzt in der Falle.	Wachsen die Zahlen weiter und tut er nichts kommt der Aufschrei der Opposition.
 Genauso wenn er was tut, dann schreien die zu spät oder unnötig.
 Also muss der Hacker dafür sorgen, dass die Statistik schön und alles ruhig bleibt. Sollte ihm nicht schwer fallen.	2020-07-07 14:21:47.743	False	True
1056370966	1056369359	2000118570582	517479	1		Wenigstens neigst Du nicht zu Übertreibungen und bewahrst die Ruhe :-)))	2020-07-08 09:40:29.470	False	True
1056372828	1056371067	2000118570582	740979	1		Ich hoffe dass Sie das Virus nicht bekommen, mitsamt den Kopmplikationen wie Intimaläsionen, Insulten, ARDS, etc.	2020-07-08 10:27:59.840	True	False
1056377027	1056376929	2000118570582	632025	1		Das ist vermutlich ohnehin das Ziel der ganzen absurden zeitlichen, örtlichen und situativen Detailregelungen - dass irgendwann kein Mensch mehr durchblickt und alle einfach vorsichtshalber die Masken immer obenlassen ...	2020-07-08 12:23:14.007	False	True
1056391020	1056390030	2000118570582	685876	1		So wie jeder anderer Arzt auch durch ein Medizinstudium an einer UNI ;-)	2020-07-08 19:23:13.087	False	True
1056526554		2000118670364	30537	1	Ein türkises Gehirnwäscheprogramm für die Grünen	Atemberaubend, wie umfassend die zur ÖVP-Teilorganisation mutieren und Kogler die Texte trällert, die Mahrer schreibt. 

Mit jeder folgenlosen Demaskierung einer politischen Vertretung, die vorgibt, sich für sozialen Ausgleich und Gerechtigkeit einzusetzen, desto mehr gerät dieses Land auf den Weg der "illiberalen Demokratien" vulgo neofeudaler Korruptokraturen mit nationalistischer Folklore.	2020-07-13 09:24:46.497	True	False
1057909760	1057909249	2000119492368	565924	1	"Es ist unsere Disziplin, die die Wirtschaft und die Gesundheit vieler Menschen retten wird."	Ganz ehrlich: wenn das die Lösung ist, dann seh ich schwarz, das geht jetzt gar nicht gegen Sie, aber lesen Sie hier mal einige Kommentare, das sind mehrheitlich Egoisten, die einfach nur Spaß haben wollen, das Risiko komplett ausblenden (ja, es gibt verdammt viele Folgeschäden durch Corona) und sich einen Dreck um andere scheren.

Dazu noch ein ganzer Schwung völlig verweichlichter Pussies (sollte das zu sexisitisch sein, entschuldige ich mich dafür), die Stresspusteln kriegen, weil sie für volles Geld zu Hause am Rechner arbeiten dürfen.

Also wirklich, das klappt nicht mit der Disziplin.	2020-08-21 20:53:53.460	False	True
1057910735		2000119492368	682993	1		Vielleicht schafft es wer unter Euch, ich recherchierte und fand nichts verwertbares:
Wie liegt der Trend positive/xTests ?	2020-08-21 21:22:55.077	False	True
1057942130	1057936381	2000119492368	499524	1		War ja auch nicht das Ziel, sondern den Kollaps des Gesundheitssystems zu verhindern.
Trotzdem steht Schweden anscheinend knapp vor einer Immunisierung, die den R-Wert Dauerhaft unter 1 halten könnte, zumindest in der Region Stockholm.
Das ist kein Wunder, dass das irgendwann geschieht, sondern höchstens der Zeitpunkt, dass es so rasch passiert.

Grund dafür ist übrigens, was die Coronapessimisten ja immer vehement bezweifeln, nämlich eine dauerhafte Immunität gegen  Coronaviren. In diesem Fall gegen andere Stämme der Coronaviren, die eine Kreuzimmunität hervorrufen dürften, die bei sehr vielen Menschen in Schweden 30 - 40% von Beginn an gegeben war.	2020-08-22 10:56:21.107	False	True
1057944123	1057943231	2000119519921	676224	1	Mehr als die Hälfte der Leute steckt sich innerhalb Österreichs an. Hier war der Virus nie weg	Richtig! Und das stofffetzerl hatte offensichtlich wenig Wirkung außer die Leute zunehmend an den Maßnahmen zweifeln zu lassen. 
Ganz abgesehen davon dass es noch immer kein besonders gefährlicher Erreger ist.	2020-08-22 12:06:32.467	True	False
1058057658	1058056502	2000119561802	144385	1	Ich dachte der Allerberger ist ein...	...aluhuttragender Verharmloser und kommt gleich nach Naidoo und Hildmann. 

Aber wenn er in einem Nebensatz was von möglichen Spätfolgen sagt, dann kleben die Angstlustneurotiker an seinen Lippen wie die Motten am 100-Watt-Brenner.	2020-08-25 12:27:42.410	True	False
1058177729	1058177540	2000119635363	691524	1		...verwenden ihr Hirn als Füllmaterial für den Hohlraum im Schädel. 
Weil es reicht zu tun was ER sagt.

Halleluja!	2020-08-28 14:19:57.897	False	True
1063744315	1063743245	2000122440975	155629	1		Das ist eine wirklich schöne Idee! In der Praxis würden die Karten dann aber leider wahrscheinlich wieder (wie beim Sommernachtskonzert) an ausgewählte Promis und Adabeis wandern...	2020-12-12 11:04:38.277	False	True
1063751255	1063751106	2000122440975	569250	1		Harmlos. Kitzelt a bissl.

Wobei ich einen exzellenten Zahnarzt habe, bei dem man Spritzen nicht spürt. Keine Ahnung, wie der das macht.	2020-12-12 13:29:33.300	False	True
1063756107	1063756097	2000122440975	102046	1		Sie wissen es nicht	2020-12-12 15:23:49.043	True	False
1063756429	1063756400	2000122440975	505111	1		FB Gemeindegruppe	2020-12-12 15:32:08.187	False	True
1063762587		2000122440975	167183	1		Hab mir heute morgen die 20+k Reaktionen auf einen Trump-Tweet reingezogen (natürlich nicht alle). Er bemängelte darin die fehlende Weisheit und nicht vorhandenen Mut beim Supreme Court, der die texanische Klage mehr oder weniger einsilbig abwies.

So bizarr-komisch das war, so beängstigend war auch die Erkenntnis, was für sagenhaft dumme, ich meine: richtig(!) dumme Menschen es da draußen gibt.

Da kuschel' ich mich doch lieber wieder in den Ticker, der da ist ein Ruheraum, nachgerade ein Ashram.	2020-12-12 18:01:32.793	False	True
1063762867	1063762832	2000122440975	753876	1		Zwangsmaßnahmen sind abzulehnen.	2020-12-12 18:08:41.103	True	False
1063766557	1063766518	2000122440975	21273	1		In Badewannen oder Gigabyte?	2020-12-12 19:25:39.573	False	True
1063768208	1063768150	2000122440975	525946	1		Ich habe das korrigiert. Es steht zwar so in der Mitteilung, aber die Fehlerquote ist sicher nicht bei 30 Prozent aller Schnelltests, sondern bei 30 Prozent aller positiven Schnelltests.	2020-12-12 20:02:07.610	False	True
1063768815		2000122440975	634644	1		Also machen wir den Massentest-Unsinn noch teurer, zu Lasten der Steuerzahler. Tolle Idee.	2020-12-12 20:15:28.637	False	True
1063771537	1063771465	2000122440975	750849	1		Die meisten Ansteckungen passieren beim Einkaufen, nicht bei der Arbeit oder Schulen.	2020-12-12 21:19:24.240	True	False
1063775710	1063775670	2000122440975	151119	1		*reicht staubsauger*	2020-12-12 23:28:20.573	False	True
1063944392	1063944343	2000122526777	567836	1		Wir San net daham	2020-12-16 10:07:12.290	False	True
1063966079		2000122526777	559659	1		wir könnten uns im April gemeinsam ein Kino mieten und Willow schauen	2020-12-16 15:49:47.753	False	True
1063984614	1063984560	2000122526777	674291	1		danach kommt HEAST	2020-12-16 21:47:41.277	False	True
1063990561	1063990382	2000122526777	67163	1		John Lennon war schon eine coole Sau. Was der an großartigen Songs geschaffen hat! Und cool genug, auch mal Mainstream zu machen.	2020-12-17 00:27:27.823	False	True
1064001893		2000122568683	583813	1		och menno :/

Beileid allen Angehörigen.	2020-12-17 10:31:53.270	False	True
1064005863	1064005762	2000122568683	556814	1		Tollololo	2020-12-17 11:43:22.030	False	True
1056729236		2000118831896	233095	1		Und wann kündigt der Standard die Entscheidung zur Reaktivierung des Coronatickers an?	2020-07-18 19:49:22.220	False	True
1056593687		2000118716682	499613	1	Nachdem die Abstandsregeln eh gesetzeswidrig waren	ist die Diskussion eh hinfällig.

Noch dazu hat erst gestern die SPÖ eine Amnestie für Coronastrafen gefordert. Diese müsste aber dann auch für den Bundeskanzler gelten! 

Noch dazu hat man bei den NR Sitzungen gesehen dass die 1 Meter Regel auch nicht immer eingehalten worden ist.	2020-07-15 08:18:11.933	True	False
1056611404		2000118716682	520551	1	Seit wann ist der Bundeskanzler ein Gesetzgebungsorgan???		2020-07-15 15:06:00.950	True	False
1056623878	1056623531	2000118716682	735567	1		Is halt nicht die Schuld der AUA, dass sie Flüge streichen muss.	2020-07-15 20:37:18.307	True	False
1056657856	1056657550	2000118743297	205911	1		Die wäre auch so zurückgegangen, weil mittlerweile 14 Tage seit Bekanntwerden des Clusters in der Freikirche vergangen sind und seither kein neuer bekannt wurde.	2020-07-16 17:54:06.257	False	True
1053161081		2000116976186	208509	1		Hauptsache die Schulen bleiben noch immer zu und Summer Schooling wird es wohl nicht geben. Aber die Restaurants sind natürlich ganz wichtig.	2020-04-20 07:57:23.130	False	True
1053162073	1053161519	2000116976186	584635	1		Es waren 15.000, die der Herr Bundeskanzler (vor einem Monat) angekündigt hat:

https://www.krone.at/2123158	2020-04-20 08:18:39.863	False	True
1053166404	1053166319	2000116976186	519741	1		die mama? oder vielleicht ist (s)ein freund frisör?	2020-04-20 09:37:27.060	False	True
1053169750	1053169433	2000116976186	702945	1		Der Prediger, der sich Kurz zum Vorbild nimmt und labert, was das Zeugs hält?

Also gerade den brauchen wir sicher nicht.	2020-04-20 10:27:36.970	True	False
1053179633		2000116976186	522565	1	Etwas offtopic, aber vielleicht kann jemand so Deppen wie mir was erklären:	Die größte Sorge der Bundesregierung war ja, dass durch den Virus die Kapazitäten der Spitäler bald an ihre Grenzen stoßen, deshalb ja das ganze Theater um Ausgangsverbote etc.
Fakt ist aber, dass im gleichen Atemzug, praktisch alle anderen OPs abgesagt wurden, Ambulanzen geschlossen sind, wie wohl Ordinationen von Fachärzte und praktischen Ärzten auch.
D.h. für mich eigentlich, dass das Worstcase-Szenario, nämlich die medizinische Versorgung für die Bevölkerung sowieso nicht gegeben ist. Wo ist also der Nutzen dieser Maßnahmen für die Bevölkerung, die jetzt wohl jeden Tag beten kann, dass nicht schlimmes passiert und wenn, dass es hoffentlich Covit-19 ist.	2020-04-20 13:15:01.707	False	True
1053180994		2000116976186	238502	1		Das ist ja wieder ein Maskenspezialisten- und Hobby-Virolegen-Treffen hier.	2020-04-20 13:41:20.883	False	True
1053192272	1053191864	2000116976186	300354	1		Schauen Sie sich bitte nochmals die Zahlen vom 16.3. in Österreich an (wenn man dies als Tag des allgemeinen "Lockdown" nimmt), und dann wie sich die Zahlen noch weiterentwickelt haben. Hätte man nichts gemacht dann wüssten wir aus der Erfahrung anderer Regionen ungefähr, was dann passiert wäre.

Natürlich ist sehr schwer zu sagen welche Einschränkungen notwendig sind um das Virus bzw. dessen Auswirkungen "unter Kontrolle" zu halten, dies ist eben der Grund, wieso man nur langsam wieder Einschränkungen lockern kann.

Ich bin froh dass bei uns nicht wie in UK reagiert wurde, wo man erst nach vielen Toten erkannte was passieren wird mit Einschränkungen reagierte.	2020-04-20 17:40:41.540	True	False
1058440769		2000119783957	91936	1		Hatte er den Zettel nicht schon gestern?	2020-09-04 09:53:28.690	False	True
1058440998		2000119783957	691524	1		Niederösterreich bekommt einen Kreisverkehr mit vier Ausfahrten?	2020-09-04 09:56:18.047	False	True
1058442025		2000119783957	566803	1	Ah, die Innenministerin		2020-09-04 10:08:44.297	False	True
1058445855	1058445846	2000119783957	26392	1		Masochist	2020-09-04 11:08:00.263	False	True
1058459304	1058459187	2000119783957	26392	1		ich glaub i wüs goar ned wissen, ned so genau	2020-09-04 16:50:36.077	False	True
1058483943	1058483866	2000119783957	728756	1		Habs 2x gelesen!	2020-09-05 12:20:06.023	False	True
1058540943	1058540927	2000119783957	677514	1		Morgen styler	2020-09-07 07:34:05.990	False	True
1058591408	1058590494	2000119846836	575877	1		Schreiben sie nicht so einen Mist zusammen.

z.B.: In Italien werden üblicherweise keine Verstorbenen verbrannt, daher der "Engpass".... 

Einfach sich erkundigen und nicht jeden Blödsinn für Bare-Münze nehmen und noch weiterverbreiten.	2020-09-08 11:03:23.963	False	True
1058592383	1058591913	2000119783957	731500	1		ich seh ihn nicht	2020-09-08 11:22:50.650	False	True
1058593376		2000119846836	701963	1		Wo bleibt Nehammer mit der Verordnung dass Apre Ski für 3 Personen + Kellner mit (Kälteschutz)Maske, pro Schirmbar stattfinden darf?	2020-09-08 11:45:14.710	False	True
1058610918	1058610816	2000119783957	21273	1		Ein barbusiges Polizeipferd ist jetzt net so anstößig ... ;)	2020-09-08 19:45:56.370	False	True
1058612174	1058611455	2000119846836	235284	1		Es gehn nicht alle nur wegen de Hütten und den Apres Ski danach Skifahren. Die Lifte nicht aufmachen nur wegen den Alkoholikern? 
Man kann sich nach dem Skifahren auch in kleiner Gruppe ansaufen, oder einfach nur relaxen und erholen ... Urlaub halt.	2020-09-08 20:27:51.693	False	True
1058635310		2000119873961	40015	1		Immer mehr Infizierte, immer weniger Tote. Ist doch wunderbar. Dem Virus geht die Luft aus. Ich wär dafür ihn so ernst zu nehmen wie jede andere Krankheit. Aber hier wird ja darauf geachtet die chaotischen Zustände aufrecht zu halten bis zur Grippewelle,  und dann bleibts chaotisch.	2020-09-09 12:40:56.560	True	False
1058653863	1058652197	2000119873961	676101	1		Also dass sie das sie die gesundheitseinrichtungeb wieder so runterfahren wie im März kann ich mir nicht vorstellen. Da müsste es schon sehr schlimm kommen	2020-09-09 20:13:40.967	False	True
1058702800	1058702141	2000119783957	151119	1		Falls noch was da ist, nehm ich das gerne.	2020-09-10 20:19:16.690	False	True
1058754406	1058754262	2000119926812	653101	1		und wie schmecken die britischen Brombeeren? sind die ok?	2020-09-11 21:20:06.360	False	True
1058775163	1058774546	2000119959071	534970	1		Wenn ich´s richtig mitbekommen hab (hab es mir selbst nicht angesehen mag einfach nicht mehr das Kasperltheater) ist bei den Maßnahmen kaum mehr ein Unterschied. Ein Kollege schreibt weiter oben: "bei gelb Maske in Krankenanstalten". Also meine Frau arbeitet in einer solchen. Da gibt´s seit Ausbruch nichts mehr anderes als Maske. Und das unter schlimmsten Strafandrohungen und Kontrollen. Anstatt ein "Danke" für den Einsatz welchen sie alle haben.	2020-09-12 10:33:22.770	False	True
1052108452		2000116346340	229790	1		Die rudern wirklich nur sinnlos rum...
Und Kurz hat zwei mal gelogen, einmal es war nicht den den Supermärkte abgesprochen und Beatmungsgeräte werden dringend gebraucht und sind nicht wie sie behaupten genügend vorhanden, der Chef von Dräger Sagte Kurz wollte 1000 kaufen...und das ist viel und kriegt nur 50..
Wer sagt immer er mache einen tollen Job...	2020-03-31 17:39:42.760	True	False
1052118089	1052118055	2000116346340	182316	1		Wer sind hier in dem Fall die Demagogen?	2020-03-31 20:33:11.210	False	True
1052119441		2000116346340	154513	1		Nachdem man in Geschäften unter 400 m2 keine Maske tragen muss, gibts für mich in Zukunft noch einen Grund mehr den regionalen Kaufmann zu unterstützen.	2020-03-31 20:56:41.147	True	False
1052126750	1052126697	2000116346340	674035	1		Also hat Platter alles richtig gemacht die fremden Journalisten nicht zuzulassen?	2020-03-31 23:05:02.577	False	True
1052455706		2000116573591	49278	1		Wenn die Stichprobentests drauf hinweisen, dass wir derzeit ein Prozent Durchseuchung haben, wie die Regierung sagt, dann sind das umgerechnet 90.000 Fälle in Österreich. Wir haben derzeit 220 Todesfälle, das würde einer Sterblichkeitsrate von 0,2 entsprechen. 

Sorry, aber das ist nicht weit über der Influenza.	2020-04-06 13:17:37.917	True	False
1052464367	1052464213	2000116573591	687733	1		Echt jetzt? Wie kommen sie denn auf diese Idee?	2020-04-06 15:26:31.740	True	False
1052667044		2000116717900	631366	1		Jetzt muss ich mal so in die Runde fragen.
Was ist jetzt das auf einmal los, habe ich was verpasst?
Was soll das Lehrerbashing hier?
Quer durch die Bevölkerung gibt es jetzt einen Haufen Arbeitslose und Leute in Kurzarbeit, dennoch schießt man sich so auf die Lehrer ein.
Bei unserer AHS (Unterstufe) sind sie tlw. sehr bemüht und rennen den Kindern mehr nach als sein müsste.
Also bitte ab bisserl mehr nachdenken vor dem Schreiben.	2020-04-10 08:11:46.277	False	True
1052670259		2000116717900	585833	1		23%, fast jeder 4. ist gering?	2020-04-10 09:18:41.177	False	True
1052673465		2000116717900	547084	1		Wie ist das jetzt mit ausstempeln und weiterarbeiten?	2020-04-10 10:03:33.750	False	True
1052674080	1052674034	2000116717900	205881	1		Temperaturmessungen!	2020-04-10 10:13:47.467	False	True
1052678920	1052678644	2000116717900	536047	1		es gibt halt nicht die _eine_ frequenz für ganz österreich	2020-04-10 11:28:00.523	False	True
1052686702	1052686369	2000116717900	729749	1		Fitnesscenter sind wahre Seuchentempel, auch wenn Abstand gehalten wird.	2020-04-10 13:36:29.203	True	False
1052710824	1052710762	2000116717900	209296	1		honey and whisky are meant for each other!!!
hot toddy any1?!	2020-04-10 22:31:09.063	False	True
1052734550		2000116769492	728902	1		Die Polizisten im Bild halten den Abstand nicht ein. Leben die alle im selben Haushalt ?	2020-04-11 13:47:31.757	False	True
1056752224	1056751651	2000118841850	500943	1	in israael handelt es ich v a um religiös-orthodoxe cluster, die nicht unter kontrolle zu bringen sind.	Nach  aufhebung des israelischen lockdowns steigen nun die zahlen aufgrund v a religiöser veranstaltungen, bei denen der abstand nicht eingehalten wird. Hat wenig mit der mns-pflicht zu tun. Im liberal säkularen tel aviv sind die zahlen ganz normal.... womit wir eigentlich auch gleich bei den österreichischen clustern wären, wenn auch aufgrund der hierzulande nicht derart grassierenden inbrünstigen religionsvorstellungen in einem wesentlich geringerem umfang als in israel...	2020-07-19 15:08:30.567	False	True
1056827056		2000118890822	6293	1		Rückenprobleme, gnä Frau?	2020-07-21 15:03:14.047	False	True
1056834864		2000118890822	108656	1		Maskenpflicht beim „Betreten“ oder beim „Aufenthalt in“? Frage für einen Freund mit juristischer Spitzfindigkeitsaffinität.	2020-07-21 16:36:35.393	False	True
1056902485	1056902456	2000118890822	600689	1		Blöde Erdäpfel!	2020-07-23 13:11:22.647	False	True
1056927467	1056927279	2000118954356	18537	1		Die lesen eine Qualitätszeitung. Abo eh schon abgeschlossen?	2020-07-24 07:33:53.047	False	True
1056931199	1056930896	2000118954356	509053	1		Es geht eher darum, dass Grenzen relativ rasch wieder geschlossen werden können und ich nehme doch an, dass Sie im Infektionsfall lieber daheim sind als in z. B. Rumänien in Quarantäne zu sitzen oder in einem griechischen Krankenhaus behandelt zu werden. Rueckholungen sind naemlich recht teuer.	2020-07-24 09:21:43.683	True	False
1056934029		2000118890822	653101	1		na guad ich zieh mich jetzt an und mach gleich mal meinen Aktivierungslauf: 10 Minuten locker, 5 Minuten Racepace, 5 Minuten locker. die letzte Einheit vor dem Wettkampf morgen Nachmittag :)	2020-07-24 10:25:09.800	False	True
1056972828	1056972715	2000118890822	729251	1		Pssst	2020-07-25 12:30:49.663	False	True
1056979398	1056956650	2000118952103	741648	1	Lassen Sie sich behandeln	Sie Paranoiker	2020-07-25 16:33:01.557	True	False
1057009836	1057009764	2000118981517	536032	1		Weiß ja nicht was ihre ideal Vorstellung von Urlaub ist aber hier läuft alles sehr gesittet ab...	2020-07-26 18:38:16.897	False	True
1057034290		2000118991011	727147	1		Die Ausbreitung des Virus in St. Wolfgang weckt Erinnerungen an den Corona-Ausbruch im österreichischen Wintersportort Ischgl, der im März zum Hotspot für Corona-Infektionen geworden war. In Ischgl hatten sich auch viele Touristen aus Deutschland angesteckt.	2020-07-27 14:23:37.377	True	False
1057068083	1057067021	2000119010979	678460	1	klingt nach einer beschaulichen jugend	1h vögeln auf dem Friedhof	2020-07-28 12:44:34.910	False	True
1057070903	1057070052	2000119010979	15962	1		Sie haben endlich den "Senden"-button gefunden	2020-07-28 13:46:13.183	False	True
1053649952	1053649889	2000117204747	96580	1	Ich will den Stream!	Kabarett am Vormittag ist genau mein Ding!	2020-04-30 10:24:47.980	False	True
1053679476	1053679455	2000117204747	522241	1		Die relevanten nicht.	2020-04-30 21:13:30.967	False	True
1053681118	1053681096	2000117204747	698122	1		Na endlich. Die war echt lang dabei.	2020-04-30 21:57:57.627	False	True
1053682322	1053682309	2000117204747	26392	1		ahahahaha
a Zaubara	2020-04-30 22:29:06.523	False	True
1053684562	1053684521	2000117204747	26392	1		am Arsch	2020-04-30 23:23:55.433	False	True
